edrpou,official_address,mail_address,email,fax
04333402,45312 Волинська Іваничівський Стара Лішня Миру буд. 37,45312 Волинська Іваничівський Стара Лішня Миру буд. 37,lishnja-rada@ukr.net,
04398123,63011 Харківська Валківський Старий Мерчик Леніна буд. 5,63011 Харківська Валківський Старий Мерчик Леніна буд. 5,Відсутня,05753-6-63-08
04340968,85552 Донецька Великоновосілківський Старомлинівка Леніна буд. 97,85552 Донецька Великоновосілківський Старомлинівка Леніна буд. 97,sovet-68@meta.ua,
20124193,45343 Волинська Іваничівський Старий Порицьк Молодіжна буд. 10,45343 Волинська Іваничівський Старий Порицьк Молодіжна буд. 10,poryck-rada@ukr.net,
04384948,34354 Рівненська Володимирецький Стара Рафалівка Центральна буд. 25,34354 Рівненська Володимирецький Стара Рафалівка Центральна буд. 25,st.rafalivka@silrada.rv.ua,(03634) 4-86-88
04399068,62560 Харківська Вовчанський Старий Салтів Перемоги буд. 15,62560 Харківська Вовчанський Старий Салтів Перемоги буд. 15,sr-saltiv@meta.ua,0574161276
04055995,82000 Львівська Старосамбірський Старий Самбір Л.Галицького буд. 35,82000 Львівська Старосамбірський Старий Самбір вул. Л.Галицького буд. 35,sts.m.rada@gmail.com,(03238) 21-5-61
04330562,22212 Вінницька Погребищенський Старостинці Горького буд. 30 кiмната 1,22212 Вінницька Погребищенський Старостинці Горького  буд. 30 кiмната 1,starost_srada@ukr.net,0434628443
04334459,44663 Волинська Маневицький Старосілля вул.Свердлова буд. 6,44663 Волинська Маневицький Старосілля вул.Свердлова буд. 6,starosillya.sr@gmail.com,0337632142
04387645,34210 Рівненська Рокитнівський Старе  Село Богдана Хмельницького буд. 50,34210 Рівненська Рокитнівський Старе  Село Богдана Хмельницького буд. 50,stareselosilrada1713@gmail.com,0363545448
04334442,44636 Волинська Маневицький Старий Чорторийськ вул.Сокола буд. 76,44636 Волинська Маневицький Старий Чорторийськ вул.Сокола буд. 76,schortoryysk.sr@gmail.com,0337695142
04340767,87020 Донецька Володарський Старченкове Шкільна буд. 17,87020 Донецька Володарський Старченкове Шкільна буд. 17,Відсутня,0624623125
21046743,38541 Полтавська Диканський Стасі Миру буд. 40,38541 Полтавська Диканський Стасі Миру буд. 40,stasi.rada@gmail.com,05351 9-38-03
25963320,94005 Луганська Стаханов Стаханов Кірова буд. 32,94005 Луганська Стаханов Стаханов Кірова буд. 32,apparat.soveta@yandex.ua,(06444) 4-11-30
04334904,44712 Волинська Володимир-Волинський Стенжаричі Радянська буд. 18,44712 Волинська Володимир-Волинський Стенжаричі Радянська буд. 18,stengarsr@gmail.com,0334294442
04526686,34314 Рівненська Володимирецький с.Степангород Шевченка буд. 50,34314 Рівненська Володимирецький с.Степангород Шевченка буд. 50,stepangorod@silrada.rv.ua,(03634) 3-35-52
04330823,23814 Вінницька Теплицький Степанівка Леніна буд. 10,23814 Вінницька Теплицький Степанівка Леніна буд. 10,step_tep@ukr.net,(04353)27442
04376972,55274 Миколаївська Первомайський Степківка Ювілейна буд. 3,55274 Миколаївська Первомайський Степківка Ювілейна буд. 3,stepkivka@i.ua,0516165142
21044527,38744 Полтавська Полтавський селище Степне Жовтнева буд. 24,38744 Полтавська Полтавський селище Степне Жовтнева буд. 24,kasichyana@mail.ru,
05383342,70432 Запорізька Запорізький Степне Першотравнева буд. 50,70432 Запорізька Запорізький Степне Першотравнева буд. 50,Stepnenska-s@yandex.ru,0612878545
25483063,71611 Запорізька Василівський Степногірськ Шкільна буд. 24,71611 Запорізька Василівський Степногірськ Шкільна буд. 24,steppossov@ukr.net,0617557398
23077442,52021 Дніпропетровська Дніпропетровський Степове Центральна буд. 7,52021 Дніпропетровська Дніпропетровський Степове Центральна буд. 7,dnspepnsil@mail.dp.gov.ua,056-7125-190
23117451,85751 Донецька Волноваський Степне Леніна буд. 21,85751 Донецька Волноваський Степне Леніна буд. 21,stepnoe-rada@mail.ru,(06244)59245
00445185,27656 Кіровоградська Кіровоградський Степове Центральна буд. 6,27656 Кіровоградська Кіровоградський Степове Центральна буд. 6,stepovasr@mail.ru,(0522)315825
04525260,53733 Дніпропетровська Широківський Степове Залізнична буд. 2,53733 Дніпропетровська Широківський Степове Залізнична буд. 2,shirstepsil@mail.dp.gov.ua,(05657)2-63-38
04361232,09844 Київська Тетіївський Степове Слави буд. 1,09844 Київська Тетіївський Степове Слави буд. 1,raj_tetv@ukr.net,04560 3--11-47
21418732,60438 Чернівецька Глибоцький Стерче Головна буд. 3,60438 Чернівецька Глибоцький Стерче Головна буд. 3,sr.sterce@ukr.net,(03734) 3-44-66
04357874,78333 Івано-Франківська Снятинський Стецева Незалежності буд. 1,78333 Івано-Франківська Снятинський Стецева Незалежності буд. 1,StecevaSR@ukr.net,
20124106,44575 Волинська Камінь-Каширський Стобихівка Незалежності буд. 24,44575 Волинська Камінь-Каширський Стобихівка Незалежності буд. 24,stobihivka@ukr.net,0335798732
21043723,39312 Полтавська Новосанжарський Стовбина Долина Леніна буд. 7/1,39312 Полтавська Новосанжарський Стовбина Долина Леніна буд. 7/1,stovbuna@meta.ua,
20123762,44311 Волинська Любомльський Столинські Смоляри Лісова  буд. 59,44311 Волинська Любомльський Столинські Смоляри Лісова  буд. 59,st.smoljary.lbm@gmail.com,
04062179,59000 Чернівецька Сторожинецький Сторожинець Грушевського буд. 6 кiмната б/н,59000 Чернівецька Сторожинецький Сторожинець Грушевського буд. 6 кiмната б/н,stor-misk-r@cv.ukrtel.net,(03735) 2-12-00
22854292,59000 Чернівецька Сторожинецький Сторожинець Чернівецька буд. 6а кiмната 40,59000 Чернівецька Сторожинецький Сторожинець Чернівецька буд. 6а кiмната 40,stor_rada@cv.ukrtel.net,(03735)2-14-36
04352210,70112 Запорізька Новомиколаївський Сторчове Центральна буд. 12,70112 Запорізька Новомиколаївський Сторчове Центральна буд. 12,Відсутня,0614495380
04331952,24831 Вінницька Чечельницький Стратіївка Жовтнева буд. 2,24831 Вінницька Чечельницький Стратіївка Жовтнева буд. 2,strat_sr@i.ua,(04351)24942
04407371,32632 Хмельницька Новоушицький Струга Леніна буд. 58,32632 Хмельницька Новоушицький Струга Леніна буд. 58,Відсутня,(03847) 30184
04354172,78227 Івано-Франківська Коломийський Струпків Шевченка  буд. 26,78227 Івано-Франківська Коломийський Струпків Шевченка  буд. 26,strypkiv_ko@ukr.net,(03433) 62291
04374097,80743 Львівська Золочівський Струтин Солтівського  буд. 15,80743 Львівська Золочівський Струтин Солтівського  буд. 15,Strutyn.rada@ukr.net,(03265) 56642
04369506,81223 Львівська Перемишлянський Стрілки Галицька  буд. 1,81223 Львівська Перемишлянський Стрілки Галицька  буд. 1,strilkisr@gmail.com,0326341957
04327442,22843 Вінницька Немирівський Стрільчинці Леніна  буд. 16а,22843 Вінницька Немирівський Стрільчинці Леніна буд. 16а,Strilchinci9@mail.ru,04331 3-75-42
25767033,71220 Запорізька Чернігівський село Стульневе Перемоги буд. 96,71220 Запорізька Чернігівський село Стульневе Перемоги буд. 96,stulnevska.sr@yandex.ru,0614094710
04403864,31323 Хмельницька Хмельницький Стуфчинці Леніна буд. 10,31323 Хмельницька Хмельницький Стуфчинці Леніна буд. 10,stufchenci@gmail.com,(0382)626523
04341494,86233 Донецька  місто Шахтарськ смт Стіжківське Мира буд. 18 кiмната 1,86233 Донецька  місто Шахтарськ смт Стіжківське Мира буд. 18 кiмната 1,stogkovskoe@meta.ua,
04365106,27444 Кіровоградська Знам'янський Суботці Леніна буд. 24,27444 Кіровоградська Знам'янський Суботці Леніна буд. 24,Відсутня,(05233)46247
22255663,98000 Республіка Крим Судак Судак Леніна буд. 85а кiмната -,98000 Республіка Крим Судак Судак Леніна буд. 85а кiмната -,org-ispolkom@mail.ru,0-6566-2-22-98
04334152,44250 Волинська Любешівський Судче Ланевича буд. 15-А,44250 Волинська Любешівський Судче Ланевича буд. 15-А,sudche_rada@ukr.net,(03362)96742
04329665,24410 Вінницька Бершадський Сумівка Радянська буд. 35 а,24410 Вінницька Бершадський Сумівка Радянська буд. 35 а,sr.sumivka@gmail.com,(04352)2-19-20
21046101,39330  Полтавська Новосанжарський Супротивна Балка Жовтнева буд. 2,39330 Полтавська Новосанжарський Супротивна Балка Жовтнева буд. 2,syprotuvna@meta.ua.,
04339787,52064 Дніпропетровська Дніпропетровський Сурсько - Литовське Польова буд. 58,52064 Дніпропетровська Дніпропетровський Сурсько - Литовське Польова буд. 58,surskolitovskasilrada@rambler.ru,056-711-21-75
04333845,45220 Волинська Ківерцівський Суськ Молодіжна  буд. 25 кiмната 25,45200 Волинська Ківерцівський Суськ  Молодіжна  буд. 25 кiмната 25,susk.rada@mail.ru,
04326282,23320 Вінницька Тиврівський Сутиски проспект Перемоги буд. 21,23320 Вінницька Тиврівський Сутиски проспект Перемоги буд. 21,sutysky_sel_rada@ukr.net,0435528132
26174855,94420 Луганська Краснодонський Суходільськ Постишева буд. 25 а,94420 Луганська Краснодонський Суходільськ Постишева буд. 25 а,suhodolsk-isp@yandex.ua,0643576002
05402708,28520 Кіровоградська Долинський Суходільське Олексієнка буд. 51,28520 Кіровоградська Долинський Суходільське Олексієнка буд. 51,Відсутня,(05234)5-36-20
04403278,30240 Хмельницька Білогірський Сушівці Центральна буд. 8,30240 Хмельницька Білогірський Сушівці Центральна буд. 8,syshivcisr@ukr.net,(03841)-9-57-25
26204220,93400 Луганська  Сєвєродонецьк Леніна буд. 32,93400 Луганська  Сєвєродонецьк Леніна буд. 32,ispolkom@sovet.sed.lg.ua,(06452)27341
04341726,87632 Донецька Новоазовський Сєдове Калініна буд. 29,87632 Донецька Новоазовський Сєдове Калініна буд. 29,possovetsedovo2010@yandex.ua,0629634004
04053097,84522 Донецька  Артемівськй Сіверськ Леніна буд. 8,84522 Донецька  Артемівськй Сіверськ Леніна буд. 8,seversk-2010@yandex.ru,(062)745-27-66
04354150,78233 Івано-Франківська Коломийський Сідлище Молодіжна буд. 1а,78233 Івано-Франківська Коломийський Сідлище Молодіжна буд. 1а,sidlusche_ko@ukr.net,(03433) 62000
04526163,45082 Волинська Ковельський Сільце Центральна буд. 2,45082 Волинська Ковельський Сільце Центральна буд. 2,Siltse.sr@gmail.com,(03352) 99-5-45
04335507,94473 Луганська Краснодонський Сімейкине Поштова буд. 1,94473 Луганська Краснодонський Сімейкине Поштова буд. 1,simrada@ukr.net,0643598362
33433669,95000 Автономна Республіка Крим  м. Сімферополь Толстого буд. 15 кiмната 111,95000 Автономна Республіка Крим  м. Сімферополь Толстого буд. 15 кiмната 111,simfi.ispolkom@gmail.com,0652-25-05-69
04398382,64561 Харківська Сахновщинський Тавежня Шуліки буд. 48/1,64561 Харківська Сахновщинський Тавежня Шуліки буд. 48/1,sahnov-rada@mail.ru,05762-2-51-42
20511872,71730 Запорізька Токмацький Таврія Радянська буд. 17,71730 Запорізька Токмацький Таврія Радянська буд. 17,tav@zp.ukrtel.net,0617844493
04361249,09850 Київська Тетіївський Тайниця Леніна буд. 46- А,09850 Київська Тетіївський Тайниця Леніна буд. 46- А,raj_tetv@ukr.net,04560 2-53-32
04412679,17200 Чернігівська Талалаївський смт.Талалаївка Вокзальна буд. 3,17200 Чернігівська Талалаївський смт.Талалаївка Вокзальна буд. 3,talselrada@ukrpost.ua,(04634) 21445
25571873,17200 Чернігівська Талалаївський Талалаївка Леніна буд. 3,17200 Чернігівська Талалаївський Талалаївка Леніна буд. 3,radatal@ukr.net,(04634) 2-12-30
25212157,20400 Черкаська Тальнівський Тальне Соборна буд. 28,20400 Черкаська Тальнівський Тальне Соборна буд. 28,talne_rayrada@ukr.net,(04731)3-04-67
04365566,27240 Кіровоградська Бобринецький Тарасівка Центральна буд. 5,27240 Кіровоградська Бобринецький Тарасівка Центральна буд. 5,tarassilrad@ukr.net,0525745546
04402405,75140 Херсон Цюрупинськ  с.Тарасівка Садова буд. 99,75140 Херсон Цюрупинськ  с.Тарасівка Садова буд. 99,taracovka@mail.ru,055-42-59-4-23
04337727,92144 Луганська Троїцький Тарасівка Молодіжна буд. 23,92144 Луганська Троїцький Тарасівка Молодіжна буд. 23,selrada92144@i.ua,(06456) 99537
04354002,70640 Запорізька Пологівський Тарасівка Леніна буд. 83,70640 Запорізька Пологівський Тарасівка Леніна буд. 83,Відсутня,0616536442
04418469,60430 Чернівецька Глибоцький Тарашани Спеціалістів буд. 31,60430 Чернівецька Глибоцький Тарашани Спеціалістів буд. 31,sr.tarachanu@ukr.net,(03734) 4-43-35
04054665,09500 Київська Таращанський Тараща Радянська буд. 1,09500 Київська Таращанський Тараща Радянська буд. 1,tararayrada@ukr.net,04566-52075
04331969,24805 Вінницька Чечельницький Тартак Підгаєцького  буд. 222,24805 Вінницька Чечельницький Тартак Підгаєцького  буд. 222,tartaksr@meta.ua,( 04351) 2-11-17
04354737,78596 Івано-Франківська Яремча Татарів Незалежності буд. 1,78596 Івано-Франківська Яремча Татарів Незалежності буд. 1,tatariv_sr@ukr.net,0343435240
04361255,09822 Київська Тетіївський Теліжинці Перемоги буд. 3,09822 Київська Тетіївський Теліжинці Перемоги буд. 3,raj_tetv@ukr.net,04560 2-81-30
04405774,30600 Хмельницька Теофіпольський Теофіполь Леніна буд. 34,30600 Хмельницька Теофіпольський Теофіполь Леніна буд. 34,teofrada@ukr.net,(03844) 3-05-95
21728622,23800 Вінницька Теплицький Теплик Незалежності  буд. 25,23800 Вінницька Теплицький Теплик Незалежності  буд. 25,teplik_rada@ukr.net,0435321141
04326193,23800 Вінницька Теплицький Теплик Незалежності буд. 34,23800 Вінницька Теплицький Теплик Незалежності буд. 34,teplyk_rada@ukr.net,0435321873
21046207,37045 Полтавська Пирятинський Теплівка Олександра Бідненка буд. 50,37045 Полтавська Пирятинський Теплівка Олександра Бідненка буд. 50,Відсутня,0535863125
21138091,"48100 Тернопільська Теребовлянський Теребовля Князя Василька буд. 104,а","48100 Тернопільська Теребовлянський Теребовля Князя Василька буд. 104,а",terebovlyarajrada@ukr.net,(03551) 2-23-62
20124135,45724 Волинська Горохівський Терешківці Церков'янська буд. 24,45724 Волинська Горохівський Терешківці Церков'янська буд. 24,tereshkivci.rada@gmail.com,0337991141
23690964,25011 Кіровоградська  Кіровоград Кропивницького буд. 106,25011 Кіровоградська  Кіровоград Кропивницького буд. 106,tercenterlen@rambler.ru,0522226597
23092499,25030 Кіровоградська  Кіровоград Шатила буд. 12,25030 Кіровоградська  Кіровоград Шатила буд. 12,kirtercentr@mail.ru,(0522)37-12-75
04329671,24443 Вінницька Бершадський Тернівка Незалежності буд. 23,24443 Вінницька Бершадський Тернівка Незалежності буд. 23,sr.ternovka@gmail.com,(04352)5-67-31
04365773,27023 Кіровоградська Добровеличківський с.Тернове вул. Леніна буд. 40,27023 Кіровоградська Добровеличківський с.Тернове вул. Леніна буд. 40,ternivska2014@gmail.com,0525323144
04054659,09800 Київська Тетіївський Тетіїв Цвіткова буд. 11 кiмната 47,09800 Київська Тетіївський Тетіїв Цвіткова буд. 11 кiмната 47,Tetiivrairada@ukrpost.ua,(04560) 5-13-05
04326201,23300 Вінницька Тиврівський Тиврів Леніна буд. 40,23300 Вінницька Тиврівський Тиврів Леніна буд. 40,tsr2011@ukr.net,0435521931
04337736,92142 Луганська Троїцький Тимонове Центральний буд. 6,92142 Луганська Троїцький Тимонове Центральний буд. 6,selrada92142@mail.ua,0645694521
20185800,92215 Луганська Білокуракинський Тимошине Миру буд. 1,92215 Луганська Білокуракинський Тимошине Миру буд. 1,brda17lk@ukrpost.ua,(06462) 9-55-23
20089025,24434 Вінницька Бершадський Тирлівка Центральна буд. 22,24434 Вінницька Бершадський Тирлівка Центральна буд. 22,sr.tyrlovka@gmail.com,(04352)5-84-31
04354746,78410 Івано-Франківська Надвірнянський Тисменичани Грушевського буд. 54,78410 Івано-Франківська Надвірнянський Тисменичани Грушевського буд. 54,tysmenychany@gmail.com,
04524970,59054 Чернівецька Сторожинецький Тисовець Макаренка буд. 2 кiмната б/н,59054 Чернівецька Сторожинецький Тисовець Макаренка буд. 2 кiмната б/н,srtusovech@ukrpost.ua,(03735) 68-3-98
34116900,19335 Черкаська Лисянський Тихонівка провулок Перемоги буд. буд. 1а,19335 Черкаська Лисянський Тихонівка провулок Перемоги буд. буд. 1а,tih.rada@ukr.net,
04406822,30354 Хмельницька Ізяславський с.Тишевичі Молодіжна буд. 25,30354 Хмельницька Ізяславський с.Тишевичі Молодіжна буд. 25,sr330@ukrpost.ua,(03852)36-331
04388053,34620 Рівненська Березнівський Тишиця Незадежності  буд. 93,34620 Рівненська Березнівський Тишиця Незадежності  буд. 93,tyshytsia-sr@ukr.net,(03653)35137
04365827,27013 Кіровоградська Добровеличківський Тишківка Чкалова буд. 3 кiмната 3,27013 Кіровоградська Добровеличківський Тишківка Чкалова буд. 3 кiмната 3,tishkivskasilskarada@mail.ru,
20644490,26031 Кіровоградська Новомиргородський Тишківка Перемоги буд. 114,26031 Кіровоградська Новомиргородський Тишківка Перемоги буд. 114,tushkivka_sr@meta.ua,(05256) 97-4-73
04054234,78000 Івано-Франківська Тлумацький м.Тлумач Івана Макуха буд. 02,78000 Івано-Франківська Тлумацький м.Тлумач Івана Макуха буд. 02,tlumachrada@mail.ua,(03479) 2-20-74
04333626,44554 Волинська Камінь-Каширський Тоболи Миру буд. 12,44554 Волинська Камінь-Каширський Тоболи Миру буд. 12,tobolisr@ukr.net,0335792342
04354189,78250 Івано-Франківська Коломийський Товмачик Шкільна  буд. 34а,78250 Івано-Франківська Коломийський Товмачик Шкільна  буд. 34а,tovmachik_ko@ukr.net,(03433) 91240
04333968,45021 Волинська Ковельський Тойкут Нова буд. 9а,45021 Волинська Ковельський Тойкут Нова буд. 9а,Toikut@gmail.com,(03352) 93-3-10
26348479,75040 Херсонська Білозерський Токарівка Придніпровська  буд. 81б,75040 Херсонська Білозерський Токарівка Придніпровська  буд. 81б,tokariv1@rambler.ru,0554742639
20509266,71701 Запорізька Токмацький Токмак Революційна буд. 45,71701 Запорізька Токмацький Токмак Революційна буд. 45,radatokmak@mail.ru,0617822750
04387349,34240 Рівненська Рокитнівський Томашгород Леніна буд. 22,34240 Рівненська Рокитнівський Томашгород Леніна буд. 22,tomashgorodrada@ukr.net,0363526209
20124201,45341 Волинська Іваничівський Топилище Центральна буд. 34а,45341 Волинська Іваничівський Топилище Центральна буд. 34а,topyly-rada@ukr.net,
04332756,45107 Волинська Рожищенський Топільне Ювілейна буд. 20,45107 Волинська Рожищенський Топільне Ювілейна буд. 20,topilne.rozhadm@gmail.com,0336893131
04354195,78226 Івано-Франківська Коломийський Торговиця Площа Героїв буд. 2,78226 Івано-Франківська Коломийський Торговиця площа Героїв буд. 2,torgovucia_ko@ukr.net,(03433) 67331
04052838,86600 Донецька  Торез Піонерська буд. 3,86600 Донецька  Торез Піонерська буд. 3,torvuk@mail.ru,(06254)3-22-46
04333158,45612 Волинська Луцький Торчин Незалежності буд. 103,45612 Волинська Луцький Торчин Незалежності буд. 103,tortchun@gmail.com,0332-791044
04336949,93280 Луганська Первомайськ Тошківка Леніна буд. 33,93280 Луганська Первомайськ Тошківка Леніна буд. 33,Відсутня,(06455) 4-11-71
04365112,27440 Кіровоградська Знам'янський Трепівка Колгоспна буд. 3а,27440 Кіровоградська Знам'янський Трепівка Колгоспна буд. 3а,trepivskasr@mail.ru,(05233)47287
04385184,34150 Рівненська Дубровицький Трипутня Шевченка  буд. 61 а,34150 Рівненська Дубровицький Трипутня Шевченка  буд. 61 а,triputny@ukr.net,0365820999
04361433,08722 Київська Обухівський Трипілля Шевченка буд. 85,08722 Київська Обухівський Трипілля Шевченка буд. 85,Trypillyarada@ukr.net,(04572) 33-2-48
04326224,24300 Вінницька Тростянецький Тростянець Леніна буд. 77,24300 Вінницька Тростянецький Тростянець Леніна буд. 77,tsrada@ukr.net,(04343)22485
04333856,45214 Волинська Ківерцівський Тростянець Волі буд. 79,45214 Волинська Ківерцівський Тростянець Волі буд. 79,trostyanect@gmail.com,0336596142
04325584,24520 Вінницька Ямпільський Тростянець Центральна буд. 12,24520 Вінницька Ямпільський Тростянець Центральна буд. 12,trostjanecsr@e-mail.ua,(04336)2-43-42
00433532,26530 Кіровоградська Голованівський Троянка Центральна буд. 25,26530 Кіровоградська Голованівський Троянка Центральна буд. 25,Відсутня,(05252) 3-09-33
04334465,44622 Волинська Маневицький Троянівка Жовтнева буд. 1,44622 Волинська Маневицький Троянівка Жовтнева буд. 1,troyanivka.sr@gmail.com,0337695442
04051649,"92100 Луганська Троїцький Троїцьке проспект Перемоги буд. 60 кiмната 301, 302","92100 Луганська Троїцький Троїцьке проспект Перемоги буд. 60 кiмната 301, 302",trk_sovet@ukr.net,064-56-2-21-49
04335772,92100 Луганська Троїцький Троїцьке Комсомольська буд. 69,92100 Луганська Троїцький Троїцьке Комсомольська буд. 69,possovet@tr.lg.ukrtel.net,(06456) 21844
04357868,"78350 Івано-Франківська Снятинський Троїця Головна   буд. 125,а","78350 Івано-Франківська Снятинський Троїця Головна   буд. 125,а",Troizja_rada@mail.ru,(03476) 4-37-40
04376914,54123 Миколаївська Новоодеський  село Троїцьке  Калініна  буд. 23,54123 Миколаївська  Новоодеський  село Троїцьке Калініна  буд. 23,troitska.silska.rada@yandex.ru,(05167) 25345
04333039,44850 Волинська Турійський Туличів Центральна буд. 12,44850 Волинська Турійський Туличів Центральна буд. 12,tulichiv@turadm.gov.ua,0336398542
04385190,34110 Рівненська Дубровицький Тумень Молодіжна буд. 16а,34110 Рівненська Дубровицький Тумень Молодіжна буд. 16а,tumensilrada@ukr.net,0365820969
04326230,22513 Вінницька Липовецький Турбів Миру буд. 42,22513 Вінницька Липовецький Турбів Миру буд. 42,kol040480@yandex.ua,04358 4-21-73
23953748,82500 Львівська Турківський Турка Січових  Стрільців буд. 62,82500 Львівська Турківський Турка Січових  Стрільців буд. 62,turka_rayrada@ukr.net,0326931293
04056026,82500 Львівська Турківський Турка площа Ринок буд. 26,82500 Львівська Турківський Турка площа Ринок буд. 26,turkamrada@ukr.net,03 (269) 3-11-90
04354203,78253 Івано-Франківська Коломийський Турка Січових Стрільців буд. 6,78253 Івано-Франківська Коломийський Турка Січових Стрільців буд. 6,Tyrkarada@i.ua,(03433)2-08-81
04418475,60433 Чернівецька Глибоцький Турятка Головна буд. 57,60433 Чернівецька Глибоцький Турятка Головна буд. 57,silradatur@gmail.com,(03734) 5-31-31
25744799,44800 Волинська Турійський Турійськ майдан Центральний буд. 5 кiмната 29,44800 Волинська Турійський Турійськ майдан Центральний буд. 5 кiмната 29,turrada@ukrpost.ua,033 63 211 21
04333052,44800 Волинська Турійський Турійськ м-н.Центральний буд. 1,44800 Волинська Турійський Турійськ м-н.Центральний буд. 1,srada@ukr.net,0336321691
04366873,26011 Кіровоградська Новомиргородський Турія Леніна буд. 125,26011 Кіровоградська Новомиргородський Турія Леніна буд. 125,tyria_sr@meta.ua,(05256) 4-25-28
04359040,09050 Київська Сквирський Тхорівка Домбеля буд. 37,09050 Київська Сквирський Тхорівка Домбеля буд. 37,Відсутня,04568-22-3-45
25438200,90500 Закарпатська Тячівський Тячів Незалежності буд. 30,90500 Закарпатська Тячівський Тячів Незалежності буд. 30,admin@tyachiv.org.ua,(03134) 3-22-48
04369245,97136 Республіка Крим Нижньогірський Уварівка Кірова буд. 18,97136 Республіка Крим Нижньогірський Уварівка Кірова буд. 18,uvar_sovet@mail.ru,(06550)25240
04354214,78230 Івано-Франківська Коломийський Угорники Т.Шевченка буд. 36,78230 Івано-Франківська Коломийський Угорники Т.Шевченка буд. 36,ygorn_ko@ukr.net,
04356403,76492 Івано-Франківська  Угорники Просвіти буд. 4,76492 Івано-Франківська  Угорники Просвіти буд. 4,ygornuku@ukr.net,(0342)78-70-33
04333253,45715 Волинська Горохівський Угринів Шевченка буд. 3,45715 Волинська Горохівський Угринів Шевченка буд. 3,ugruniv.rada@gmail.com,0337992142
20088899,23853 Вінницька Теплицький Удич Ворошилова буд. 1,23853 Вінницька Теплицький Удич Ворошилова буд. 1,1994.udich.silska.rada.1994@mail.ru,(04353) 2-44-30
04385209,34113 Рівненська Дубровицький Удрицьк Центральна буд. 40,34113 Рівненська Дубровицький Удрицьк Центральна буд. 40,mcudrytsk2006@ukr.net,03658 20974
25435880,88017 Закарпатська Ужгородський Ужгород Загорська буд. 10 кiмната 205,88017 Закарпатська Ужгородський Ужгород Загорська буд. 10 кiмната 205,uzhrajrada@ukrpost.ua,615032
04052991,85485 Донецька Селидове Українськ Первомайська буд. 24 кiмната -,85485 Донецька Селидове Українськ Первомайська буд. 24 кiмната -,ukrainskgorsovet@mail.ru,(06237)62092
04368381,97536 Республіка Крим Сімферопольський Укромне Путилинська буд. 18,97536 Республіка Крим Сімферопольський Укромне Путилинська буд. 18,Ukromnoess@mail.ru,(0652) 322240
04331834,22032 Вінницька Хмільницький Уланів Миру буд. 9,22032 Вінницька Хмільницький Уланів Миру буд. 9,ulaniv-sr@ukr.net,(04338)3-13-42
05402697,26400 Кіровоградська Ульяновський Ульяновка Промислова буд. 23/54,26400 Кіровоградська Ульяновський Ульяновка Промислова буд. 23/54,ulianovkamr@ukr.net,(05259) 2-23-63
24713228,26400 Кіровоградська Ульяновський Ульяновка Леніна буд. 72,26400 Кіровоградська Ульяновський Ульяновка Леніна буд. 72,ulrayrada@mail.ru,(05259) 22260
13956349,37423 Полтавська Гребінківський Ульяновка Лесі Українки буд. 31,37423 Полтавська Гребінківський Ульяновка Лесі Українки буд. 31,ylanovka_grebn@ukr.net,
20123986,45154 Волинська Рожищенський Уляники Центральна буд. 15,45154 Волинська Рожищенський Уляники Центральна буд. 15,ulyanuku.rozhadm@gmail.com,03368 96030
04342878,87455 Донецька Першотравневий Урзуф Леніна буд. 64 кiмната б\н,87455 Донецька Першотравневий Урзуф Леніна буд. 64 кiмната б\н,urzyf_sovet@ukr.net,06297-67-3-42
04395188,47510 Тернопільська Бережанський Урмань Сонячня буд. 3,47510 Тернопільська Бережанський Урмань Сонячня буд. 3,urman_N@ukr.net,0354831431
04368398,97535 Республіка Крим Сімферопольський Урожайне Шкільна буд. 2,97535 Республіка Крим Сімферопольський Урожайне Шкільна буд. 2,urselrad@yandex.ua,(0652)332-208
03305958,97220 Автономна Республіка Крим  Совєтський Урожайне Миру буд. 82А,97220 Автономна Республіка Крим  Совєтський Урожайне Миру буд. 82А,urozhaynovskiy@mail.ru,
04377888,67663 Одеська Біляївський Усатове провулок Радянський  буд. 3,67663 Одеська Біляївський Усатове провулок Радянський  буд. 3,usatovo@meta.ua,0482308001
04335520,92006 Луганська Лутугинський Успенка майдан Борців революції буд. 35,92006 Луганська Лутугинський Успенка майдан Борців революції буд. 35,uspenkasovet@yandex.ru,(06436)93-2-81
04366436,28120 Кіровоградська Онуфріївський Успенка Республіканська буд. 11,28120 Кіровоградська Онуфріївський Успенка Республіканська буд. 11,Відсутня,05238-94-503
04341241,87371 Донецька Амвросіївський Успенка Октябрьська буд. 71-а,87371 Донецька Амвросіївський Успенка Октябрьська буд. 71-а,sovet@amvr.dc.ukrtel.net,
04051388,44731 Волинська Володимир-Волинський Устилуг Володимирська буд. 40,44731 Волинська Володимир-Волинський Устилуг Володимирська буд. 40,ustylugmr@gmail.com,0443293700
22548773,38271 Полтавська Семенівський Устимівка Шевченка буд. 20,38271 Полтавська Семенівський Устимівка Шевченка буд. 20,Відсутня,(05341)93642
04329688,24453 Вінницька Бершадський Устя Центральна  буд. 3 кiмната 2,24453 Вінницька Бершадський Устя Центральна  буд. 3 кiмната 2,sr.ustya@gmail.com,0435244741
04362912,07631 Київська Згурівський Усівка Леніна буд. 20,07631 Київська Згурівський Усівка Леніна буд. 20,usivska_sr@mail.ru,0457057335
